,Lemmatized_Comment,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
5887,know hoe ok peace stupid boyfriend get friend start talking shit started need know virgin guy started calling nigger get guy need leave alone person bye,0,0,0,0,1,0
5888,bitch come back continue tag shit fucking moron cannot comprehend statement yes ig everyday celebrity running mouth acting like harass like Pretzel bullying threatening people yes dumb fucking cunt,0,0,0,0,1,0
5889,read verse problem christian see bible verse lose shit even take time actually read believer stupid fuck,0,0,0,0,1,0
5890,yea cuz made sense fucking moron said see tiny as picture Pretzel far ugly sweetie annoying fuck like care say really haggard as trifle cunt like mean shit thought said like human resource ago noodle cunt,0,0,0,0,1,0
5891,slave stupid as rule book written thousand year ago would anyone choose stupid,0,0,0,0,1,0
5892,exactly fucking dumbass hit dat child abuse cuz know,0,0,0,0,1,0
5893,bitch yes spell ig college writing paper jug fucking graduated the grade familiar considering never went passed kindergarten retarded fuck,0,0,0,0,1,0
5894,understood whole conversation saying fuck would add,0,0,0,0,1,0
5895,dumb fuck,0,0,0,0,1,0
5896,fix mistake yet nothing ever say make sense with illiterate piece trash anyone bully threatening u Pretzel bullying old dumbass,0,0,0,0,1,0
5897,girl please ke stuck side chris star as would nowhere around go show thirsty rice cake yeah baby beat hell girlfriend seen pic care average groupie hoe um nigga beat hell would hate dumbass probably cause seem stupid rice cake,0,0,0,0,1,0
5898,fool,0,0,0,0,1,0
5899,fucking ignorant stupid cunt,0,0,0,0,1,0
5900,feel sorry people like judgement day regret never believing god bigger powerful anything jesus love jesus everything good fairy tale happened people like respect anyones religion cannot keep mouth shut came page fight someone opinion one undoubtedly stubborn idiotic mind earth,0,0,0,0,1,0
5901,yes dumb fucking blind cunt bully child damn ridiculous,0,0,0,0,1,0
5902,guy dumb stupid mad unless get lot brainless idiot fan,0,0,0,0,1,0
5903,far oblivious sickening,0,0,0,0,1,0
5904,one chooses gay idiot shut fuck teenage boy clearly know talking go back school,0,0,0,0,1,0
5905,ignorant fool,0,0,0,0,1,0
5906,like said million time yet cannot read never bullied fucking child child matter could read right woulda seen week ago started shit good luck false report Pretzel way go tagging u stupid saying picture page thinking cannot see news flash sweetheart seen cuz smarter Pretzel see pic joke,0,0,0,0,1,0
5907,fuck dude yiu suck dick gay dumb fuck know shut fuck ill kick as doubt back fuck go suck dick,0,0,0,0,1,0
5908,forget overwhelming scientific evidence evolution true jesus never existed nice life retard,0,0,0,0,1,0
5909,course fucking cartoon moron,0,0,0,0,1,0
5910,would talk fucking dumbass would get chance bitch,0,0,0,0,1,0
5911,laughing loud even comment stupid hold,0,0,0,0,1,0
5912,quick jump everyone spelling shit cannot spell either fucking read,0,0,0,0,1,0
5913,got talking shut fuck ur stupid girlfriend wrong got,0,0,0,0,1,0
5914,dumb as shit known cook momma knew fed mouth,0,0,0,0,1,0
5915,hahaha moron,0,0,0,0,1,0
5916,going ruin someone else day atleast spell faggot right dumb fuck,0,0,0,0,1,0
5917,laughing really dumb feel sorry,0,0,0,0,1,0
5918,joking really retarded funny use word fact since believe fairytale,0,0,0,0,1,0
5919,would talk fucking dumbass would get chance bitch,0,0,0,0,1,0
5920,yea right full shit could see pic would see clearly fat ugly Pretzel constantly post pic Pretzel tag people think cannot see fucking idiot,0,0,0,0,1,0
5921,one thing sammypetrou whoo care it boyfriend hell think none us except Smile,0,0,0,0,1,0
5922,hahahahah babe retard,0,0,0,0,1,0
5923,anybody roster better biggerPeace orion belt move bigger bigger scab still trying get break punk retard really held belt maybe year day getting count out disqualified count del rio richPeace wrestle ring around bigger proven watching wrestling since nowPeacePeace damn youngster think everything fake Peace yea injury,0,0,0,0,1,0
5924,kind made look stupid arguing first like,0,0,0,0,1,0
5925,mistake meant ugly crackhead as enjoys raped always come,0,0,0,0,1,0
5926,need leave sorry as stupid think pull method work google dumbass,0,0,0,0,1,0
5927,shut fuck bitch fucking asked dumb asshole fuck ourself,0,0,0,0,1,0
5928,quick jump everyone spelling shit cannot spell either fucking read,0,0,0,0,1,0
5929,joking really retarded funny use word fact since believe fairytale,0,0,0,0,1,0
5930,maybe think atheist coolWhatever know rancid dog shit coolWhatever come bash teeth throat Whatever invite tooWhatever oh yeah ill laughing heaven burn hell like satan rest fucking reject scum failure worldWhatever,0,0,0,0,1,0
5931,joke must stupid realize sarcastic gang crap proving huge soccer fan higher soccer,0,0,0,0,1,0
5932,one girl probably even finished high school,0,0,0,0,1,0
5933,point retard reread conversation comment logical response,0,0,0,0,1,0
5934,come shut cunt nut job everyone ig running mouth thinking big Pretzel bad get life eveyone read see obviously mental one,0,0,0,0,1,0
5935,fucking ignorant stupid cunt,0,0,0,0,1,0
5936,laughing fucking psychopathic nut seriously hell going sit Pretzel threaten u call u bully world make sense dumb cunt sparta laughing pathetic piece shit,0,0,0,0,1,0
5937,link bitch please lame goodbye personally care hater fan think bad well atleast one lol damn bitch concentrate little hole wall swimwear ahahahahahaha,0,0,0,0,1,0
5938,joke must stupid realize sarcastic gang crap proving huge soccer fan higher soccer,0,0,0,0,1,0
5939,dumb fuck,0,0,0,0,1,0
5940,understood whole conversation saying fuck would add,0,0,0,0,1,0
5941,fucking ignorant stupid cunt,0,0,0,0,1,0
5942,fuck one issue shit running crusty cocksucker constantly unless stop week quiet Pretzel fine bam dumb bitch as feel need come back Pretzel play harass reality check cunt look like fucking moron Pretzel everyone see joke cunt,0,0,0,0,1,0
5943,god sake please learn spell illiterate piece shit Smile,0,0,0,0,1,0
5944,hey keep tagging Pretzel continue comment dumbass part yes get,0,0,0,0,1,0
5945,hahaha guy fucking idiot laughing as,0,0,0,0,1,0
5946,laughing love store using one Pretzel nope going continue since continue fucking tag dumb cunt,0,0,0,0,1,0
5947,dumb as shit known cook momma knew fed mouth,0,0,0,0,1,0
5948,stop thinking know shit world,0,0,0,0,1,0
5949,joke must stupid realize sarcastic gang crap proving huge soccer fan higher soccer,0,0,0,0,1,0
5950,hey keep tagging Pretzel continue comment dumbass part yes get,0,0,0,0,1,0
5951,hahahahah babe retard,0,0,0,0,1,0
5952,asian emotional ex laughing as dumbass cunt ex,0,0,0,0,1,0
5953,one chooses gay idiot shut fuck teenage boy clearly know talking go back school,0,0,0,0,1,0
5954,anybody roster better biggerPeace orion belt move bigger bigger scab still trying get break punk retard really held belt maybe year day getting count out disqualified count del rio richPeace wrestle ring around bigger proven watching wrestling since nowPeacePeace damn youngster think everything fake Peace yea injury,0,0,0,0,1,0
5955,one thing sammypetrou whoo care it boyfriend hell think none us except Smile,0,0,0,0,1,0
5956,joke must stupid realize sarcastic gang crap proving huge soccer fan higher soccer,0,0,0,0,1,0
5957,funny mock age yet maturity lack year much anger brought use profanity try convince unproven point proven uneducated little man nice day,0,0,0,0,1,0
5958,maybe think atheist coolWhatever know rancid dog shit coolWhatever come bash teeth throat Whatever invite tooWhatever oh yeah ill laughing heaven burn hell like satan rest fucking reject scum failure worldWhatever,0,0,0,0,1,0
5959,laughing loud seriously think would affect stripper really rundown photo shop picture actual house actual car lol nurse peon love people assume show level ignorance poor laughing loud grow poor parent doctor get life busy ig sad,0,0,0,0,1,0
5960,umm negative yes dumbass broken record saying hot Pretzel sexy ugly Pretzel fat say want want Pretzel one going stop yea bitch til see someone ran mouth place sure start internet drama Pretzel beat fuck shut Pretzel maybe maybe learn lesson doubtful maybe,0,0,0,0,1,0
5961,shut fuck grow pair stop arguing with everyone obviously nobody like keep telling shut fuck princess one care ugly contest bull shot matthew picture pregnant people like give shit grammar give two shit grammar fucking dictionary,0,0,0,0,1,0
5962,fucking stupid hell come argument comeback dipshits,0,0,0,0,1,0
5963,oh good lord going week shit Pretzel bitch legitimate fucked head going hear talk kid perfect mother speech fair warning always happens course psycho crazy bitch back like herpes yes think gone bam popping pic mad hating serious fucking issue,0,0,0,0,1,0
5964,laughing really dumb feel sorry,0,0,0,0,1,0
5965,guy dumb stupid mad unless get lot brainless idiot fan,0,0,0,0,1,0
5966,hahaha guy fucking idiot laughing as,0,0,0,0,1,0
5967,laughing love store using one Pretzel nope going continue since continue fucking tag dumb cunt,0,0,0,0,1,0
5968,hate god believe exists anyone idiot disgusted said would die invisible made genie sky worst kind person,0,0,0,0,1,0
5969,reread conversation day ago proved wrong anybody reread know right know soccer ever know since last name boating must arrogant professional player know nothing soccer one goal raping someone happened extra time say even grow asshole,0,0,0,0,1,0
5970,hahaha ah jamal cross border dumb as think speak sure teach africa running gay pedophile stu already told world cup mexico squad still hating cause smashed ganna Watching wif get dick nasty crusty wrinkly as nigga,0,0,0,0,1,0
5971,oh gone plenty alone time bitch killed vibe idiot,0,0,0,0,1,0
5972,dumbass learn fucking english,0,0,0,0,1,0
5973,fuck bitch hoe done fuck everybody done got pussy suh dumb bitch,0,0,0,0,1,0
5974,link bitch please lame goodbye personally care hater fan think bad well atleast one lol damn bitch concentrate little hole wall swimwear ahahahahahaha,0,0,0,0,1,0
5975,older brother gay let tell fabulous way beautiful ignorant fat as trash coming sure parent real proud foolish bigot raised,0,0,0,0,1,0
5976,hate god believe exists anyone idiot disgusted said would die invisible made genie sky worst kind person,0,0,0,0,1,0
5977,yeah clearly understand context said commenting fact randy orion better doll bigger kick as lose overtime implies know randy orion actually competing superstar rather putting show entertainer whose retard oh yeah still,0,0,0,0,1,0
5978,ok bambi block guess bitch cannot handle truth lol give fuck better cause bout say shit told cannot rap rasheed beat hoe as dumb bitch,0,0,0,0,1,0
5979,cannot believe jPenguinoPenguinPenguin put pic Penguin stupid fun comment people leave try spending energy something positive instead arguing circle ig point equal right today ruling step right direction,0,0,0,0,1,0
5980,go fuck believing something retarded inbred,0,0,0,0,1,0
5981,well maybe yes read shit send Pretzel learn fucking spell idiot call someone else shit yea exactly back life shit laughing wish could sit home day ig,0,0,0,0,1,0
5982,laughing loud even comment stupid hold,0,0,0,0,1,0
5983,wow fucking dense first christian man giving people money proof god good hearted guy would way atheist guy coma pulled body strong happens time doctor tell people never recover saying god torture child test faith fucking evil make hate dumb as believer even,0,0,0,0,1,0
